market_segment,0.5,0.9
Aviation,240.0,880.0000000000016
Complementary,0.0,0.0
Corporate,90.0,300.0
Direct,252.0,964.625
Groups,190.0,428.0
Offline TA/TO,256.79999999999995,660.0
Online TA,340.34999999999997,820.8
Undefined,24.0,33.6
